Timestamp,"Before the coronavirus crisis, how often did you eat out at a sit-down restaurant?",Currently how often do you eat out at a sit-down restaurant?,Next year how often do you think you'll eat out at a sit-down restaurant?,"Currently, about how often do you order takeout?",In what year were you born?,In what zip code do you live?,What is your gender?,What is the highest level of education you have completed?,What is your annual household income?,What is your Amazon Worker ID?
10/17/2020 23:35:51,Multiple time per month,Once a month,Once a month,Multiple time per month,1975,65584,Female,High school,23000,A2PQIFR5NS0K8T
10/17/2020 23:36:25,Once a month,Less than once per month,Once a month,Once a month,1981,20111,Female,College graduate,60000,A163IXTTEZCCJ6
10/17/2020 23:36:28,Once a month,Multiple time per month,Multiple time per month,Once a month,1976,95207,Male,College graduate,50000,A1O0J2YWMTSDA5
10/17/2020 23:36:49,Once a month,Less than once per month,Multiple time per month,Multiple time per month,1994,18470,Female,College graduate,130000,A2R0A5TR5SEEP6
10/17/2020 23:39:33,Multiple time per month,Once a week,Less than once per month,Once a week,1985,08360,Female,College graduate,70,A23K28JZW8U5L2
10/17/2020 23:41:40,Multiple time per month,Once a month,Multiple time per month,Multiple times per week,1986,64020,Female,High school,17000,A2NSDBSPOYS39I
10/17/2020 23:42:44,Multiple times per week,Multiple times per week,Multiple times per week,Once a week,1984,36874,Male,High school,20000,A1DM7EO9XBCHAZ
10/17/2020 23:46:30,Once a month,Less than once per month,Less than once per month,Multiple time per month,1993,44004,Male,High school,39000,A3SVVZOT628LE8
10/17/2020 23:46:44,Less than once per month,Less than once per month,Less than once per month,Multiple times per week,1974,63074,Female,College graduate,98000,ACF1X15WXHUFB
10/17/2020 23:49:06,Multiple time per month,Once a month,Multiple time per month,Multiple time per month,1969,62326,Female,College graduate,20000,A1A9402JQBA2AF
10/17/2020 23:51:06,Multiple times per week,Less than once per month,Once a week,Multiple time per month,1966,33904,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",244000,A2127GZJV2AID2
10/17/2020 23:53:19,Once a month,Less than once per month,Less than once per month,Less than once per month,1983,26836,Female,High school,25000,COPIEDA31IOAEFF0W6ZJ
10/17/2020 23:53:55,Multiple time per month,Less than once per month,Once a month,Once a week,1996,95050,Female,College graduate,34000,A33KJDB2VLMWFV
10/17/2020 23:54:27,Once a month,Multiple time per month,Once a week,Multiple times per week,1957,95602,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",34000,A1T2UU9SXHAXDT 
10/17/2020 23:58:55,Less than once per month,Less than once per month,Less than once per month,Once a week,1998,94587,Female,High school,24000,A3UGLK00WO00LW
10/18/2020 0:01:52,Multiple time per month,Once a month,Once a month,Multiple time per month,1975,63732,Female,College graduate,50000,AN2PWY70474UI
10/18/2020 0:02:24,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1993,57701,Female,College graduate,68000,A1GCSJRMV4JORP
10/18/2020 0:06:54,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,1998,92504,Female,College graduate,190000,A3T5UAYFKJBVTA
10/18/2020 0:09:06,Multiple time per month,Multiple time per month,Once a month,Once a month,1971,90011,Female,College graduate,90000,A2ZQHH5759E636
10/18/2020 0:10:19,Multiple times per week,Once a month,Multiple times per week,Once a week,1988,92025,Male,College graduate,25000,A173TVIFSGMJUR
10/18/2020 0:11:04,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1965,37076,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",24500,A2TTPULEGF8963
10/18/2020 0:12:41,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1965,37076,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",24500,A2TTPULEGF8963
10/18/2020 0:13:06,Multiple time per month,Less than once per month,Once a month,Multiple times per week,1998,52577,Female,High school,30000,AEEQM7533DSH1
10/18/2020 0:13:52,Multiple time per month,Once a month,Less than once per month,Multiple time per month,1984,85701,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",40000,A1P14N5TF1M7BL
10/18/2020 0:14:03,Once a week,Multiple time per month,Once a week,Once a week,1999,80016,Male,College graduate,45000,A8Y1SSHOVABXZ
10/18/2020 0:17:40,Once a week,Multiple time per month,Multiple time per month,Multiple times per week,1971,20746,Female,College graduate,90000,A1CD7O60QAQQRT
10/18/2020 0:19:32,Once a month,Multiple time per month,Once a month,Once a month,1986,95026,Female,College graduate,80000,AFUU08K3DUBWA
10/18/2020 0:21:28,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,2000,74104,Female,College graduate,20000,A2539D29EWP3GI
10/18/2020 0:23:17,Less than once per month,Less than once per month,Less than once per month,Once a month,1987,10509,Female,College graduate,10000,A3JWX3ZVIE2C4O
10/18/2020 0:24:27,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1990,62896,Male,High school,16000,A3FMPIFI4DZUGL
10/18/2020 0:26:18,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,1975,30106,Female,College graduate,30000,A1B14CS9DW7008
10/18/2020 0:29:25,Once a month,Less than once per month,Less than once per month,Once a week,1991,2757,Female,High school,30000,A12WRJ2ZMDW3SU
10/18/2020 0:33:19,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1992,63304,Male,High school,10000,AJ0IL5SF1WZBZ
10/18/2020 0:33:33,Multiple time per month,Less than once per month,Less than once per month,Less than once per month,1992,63304,Male,High school,10000,AJ0IL5SF1WZBZ
10/18/2020 0:37:40,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1963,31320,Female,College graduate,25000,A1P8WF9NKBNV5R
10/18/2020 0:39:20,Once a month,Once a month,Multiple time per month,Multiple time per month,1994,35057,Female,High school,15000,A25R6RCKP8PL1O
10/18/2020 0:41:59,Multiple time per month,Less than once per month,Once a month,Multiple time per month,1993,08081,Female,College graduate,36000,A1IDDV6KQ7KQBC
10/18/2020 0:43:06,Less than once per month,Once a month,Once a month,Once a week,1970,97222,Female,High school,16000,A3P0AYUYPCOLMA
10/18/2020 0:43:39,Multiple times per week,Once a month,Once a week,Multiple times per week,1985,49036,Female,High school,25000,ABVBW59HCF5D4
10/18/2020 0:43:54,Less than once per month,Less than once per month,Less than once per month,Once a month,1990,00000,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",70000,A2C84QVRK3KG57
10/18/2020 0:46:32,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1975,02151,Male,College graduate,45000,A357HRDRQ03PF9
10/18/2020 0:46:39,Once a month,Less than once per month,Once a month,Multiple time per month,1969,28306,Female,College graduate,99000,A06L63NSCYK3N
10/18/2020 0:54:49,Multiple times per week,Less than once per month,Multiple time per month,Once a month,1979,95726,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",99000,A9J137SYUK46F
10/18/2020 0:54:58,Multiple times per week,Less than once per month,Less than once per month,Less than once per month,1975,50595,Female,High school,29000,A1XM0SQUNC4EFH
10/18/2020 1:08:11,Multiple time per month,Less than once per month,Once a month,Multiple time per month,1961,8902,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",89000,A30NX5HEQGGFPP
10/18/2020 1:08:25,Multiple time per month,Less than once per month,Multiple time per month,Once a week,1984,27127,Female,College graduate,142000,AZGVJV2Y4Q3TG
10/18/2020 1:08:44,Multiple time per month,Less than once per month,Once a month,Multiple times per week,1999,28372,Female,High school,115000,A55F6J0VK7TLV
10/18/2020 1:10:05,Less than once per month,Multiple time per month,Once a week,Multiple time per month,1984,94801,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",79900,AENVZQY4EEH07
10/18/2020 1:14:12,Once a week,Less than once per month,Once a week,Once a month,1991,90001,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",36000,A2WK28RCGATKIF
10/18/2020 1:14:18,Multiple time per month,Less than once per month,Less than once per month,Once a week,1987,92211,Male,College graduate,110000,A13U4M0O90O3ED
10/18/2020 1:22:46,Once a week,Less than once per month,Once a week,Multiple time per month,1978,28721,Female,College graduate,15000,AMR2S28IDMF5D
10/18/2020 1:25:23,Once a month,Less than once per month,Less than once per month,Multiple time per month,1982,15469,Male,High school,52000,A1H5Q9HRH4RPZU
10/18/2020 1:27:26,Multiple times per week,Once a week,Once a week,Once a week,1990,95242,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",155000,A2J59G7WANIHCQ
10/18/2020 1:29:38,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1987,99205,Female,College graduate,55000,A1GY6XMHLCXX54
10/18/2020 1:32:43,Less than once per month,Less than once per month,Once a week,Multiple time per month,1976,20816,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",135000,A3M42ZQTKMCF5Y
10/18/2020 1:39:24,Multiple time per month,Less than once per month,Once a week,Once a week,1987,94580,Female,College graduate,90000,A2KZB1RSOJU1VR
10/18/2020 1:42:12,Once a week,Less than once per month,Less than once per month,Less than once per month,1985,95209,Male,College graduate,20000,AFMXMF8MUC55D
10/18/2020 1:42:50,Multiple times per week,Once a week,Multiple times per week,Multiple times per week,1994,11377,Female,College graduate,75000,A3KVWF3JNOPSYX
10/18/2020 1:43:10,Multiple time per month,Once a month,Once a month,Multiple time per month,1975,45503,Male,High school,60000,A1BI90XZ0GR5G6
10/18/2020 1:47:32,Once a week,Once a month,Once a week,Once a week,1995,10004,Male,College graduate,10000,.
10/18/2020 1:51:31,Once a week,Once a week,Multiple times per week,Multiple time per month,1957,08034,Female,College graduate,160000,A1DV0HSJ6K43IZ
10/18/2020 1:52:51,Once a month,Once a month,Multiple time per month,Multiple time per month,1990,93703,Male,College graduate,60000,A1V5GRLE1A2QZX
10/18/2020 1:53:19,Multiple time per month,Less than once per month,Multiple time per month,Multiple times per week,1986,95827,Male,High school,90000,A6VX6W2WCXS87
10/18/2020 1:53:38,Multiple time per month,Once a month,Multiple time per month,Once a week,1974,37862,Female,High school,10000,A15J1YSKM94GXB
10/18/2020 1:58:32,Once a week,Less than once per month,Once a month,Once a month,1984,48864,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",0,A1JIMNRT3W5JS
10/18/2020 2:13:12,Less than once per month,Less than once per month,Less than once per month,Once a month,1984,95209,Female,College graduate,25000,A2BH9V7XES34RI
10/18/2020 2:14:12,Multiple times per week,Less than once per month,Less than once per month,Once a week,1976,26818,Male,College graduate,45000,COPIEDA3S2P0WOQ6JRSP
10/18/2020 2:19:11,Multiple time per month,Once a month,Once a month,Multiple time per month,1979,91101,Male,College graduate,140000,A9K6IVBA0J1CX
10/18/2020 2:21:13,Multiple time per month,Less than once per month,Less than once per month,Once a month,1991,29154,Female,College graduate,32000,A147QJNRYI5GM2
10/18/2020 2:22:38,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1987,95823,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",0,A3IGFK1YNA4H9O
10/18/2020 2:26:50,Multiple time per month,Less than once per month,Less than once per month,Once a month,1972,45431,Female,College graduate,70000,A1XJXDB8SUT1JM
10/18/2020 2:30:53,Multiple time per month,Multiple time per month,Once a month,Multiple time per month,1985,90231,Female,College graduate,25000,A3QH70ZZE92YAG
10/18/2020 2:35:06,Once a week,Once a month,Multiple time per month,Multiple time per month,1976,49601,Male,College graduate,36000,AOEO9ZV81R0I4
10/18/2020 2:35:08,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,1995,96818,Male,College graduate,65000,A1M6D97RRYAT5K
10/18/2020 2:37:44,Once a month,Once a week,Once a month,Once a week,1987,90201,Female,College graduate,35000,A33Q4YRDPB1JQ9
10/18/2020 2:39:58,Once a month,Multiple time per month,Multiple times per week,Less than once per month,1971,11801,Male,College graduate,50000,A1SYZTNU9WJAB7
10/18/2020 2:42:06,Multiple time per month,Less than once per month,Once a month,Multiple time per month,1988,95823,Female,High school,99000,AHPIOPAJGATCO
10/18/2020 2:53:01,Multiple time per month,Once a month,Multiple time per month,Multiple time per month,1993,33016,Male,College graduate,85000,A3OM2ZQ7FUDTIN
10/18/2020 2:57:53,Multiple times per week,Multiple time per month,Once a week,Multiple times per week,1987,84044,Male,College graduate,50000,AET70GOI9B7CZ
10/18/2020 3:11:59,Multiple times per week,Less than once per month,Less than once per month,Once a month,1981,63112,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",55000,A3FG5NZY8NRPBB
10/18/2020 3:24:17,Multiple time per month,Less than once per month,Less than once per month,Once a week,1981,77571,Female,High school,10000,A2YZVYWXTLIYBG
10/18/2020 3:29:57,Multiple time per month,Once a month,Once a month,Multiple time per month,1970,90024,Female,College graduate,109,AB3L4DBGHX7PG
10/18/2020 3:56:05,Multiple times per week,Less than once per month,Once a week,Multiple times per week,1971,10075,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",70000,A1ID7XWQ45XJCW
10/18/2020 4:06:09,Once a week,Less than once per month,Less than once per month,Once a week,1975,33901,Male,College graduate,22000,A1VTGZTVLV00SH
10/18/2020 4:30:31,Once a week,Less than once per month,Multiple time per month,Once a week,1990,33187,Female,College graduate,48000,A32E0KI8O4W68D
10/18/2020 4:33:37,Once a week,Once a month,Multiple time per month,Multiple times per week,1981,74948,Male,College graduate,50000,A20ZGRVYGSIFF
10/18/2020 4:37:22,Multiple times per week,Multiple time per month,Once a week,Multiple times per week,1983,77002,Male,College graduate,40000,A2SDTDGY3S0KVL
10/18/2020 4:37:26,Once a week,Less than once per month,Less than once per month,Once a month,1961,76550,Male,College graduate,114000,A1I23EV4D72JBL
10/18/2020 4:41:03,Once a month,Less than once per month,Once a month,Multiple time per month,1983,85331,Female,High school,50000,AHKTM6Q48PGEQ
10/18/2020 4:53:31,Multiple times per week,Once a month,Once a week,Once a week,1988,67218,Male,College graduate,75000,A3DBGVM9QHZ0BP
10/18/2020 5:06:25,Once a month,Less than once per month,Multiple times per week,Once a week,1971,40601,Female,College graduate,50000,A2VYFHIU1GYQCD
10/18/2020 5:07:03,Less than once per month,Less than once per month,Less than once per month,Once a week,1979,10924,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",100000,A1M3HU7RRX0BXZ
10/18/2020 5:16:37,Multiple time per month,Once a month,Once a month,Multiple time per month,2000,75974,Male,High school,42000,AU0VC8EJF374G
10/18/2020 5:18:23,Multiple time per month,Less than once per month,Less than once per month,Multiple times per week,1993,19079,Female,High school,40000,A1WF19BIZNJDZR
10/18/2020 5:19:39,Once a week,Less than once per month,Less than once per month,Multiple times per week,1958,28805,Female,College graduate,49000,AJ8YRFXUNYNIH
10/18/2020 5:30:46,Less than once per month,Less than once per month,Once a month,Once a week,1965,19020,Female,College graduate,30000,A2387MKDE59Y5G
10/18/2020 5:42:42,Once a month,Less than once per month,Less than once per month,Once a month,1962,95608,Female,College graduate,80000,A2LJNEWT71SWUL
10/18/2020 6:01:12,Once a month,Once a month,Once a month,Once a month,1972,71202,Male,College graduate,19000,AQ0NZWKWF1QY6
10/18/2020 6:31:41,Once a week,Once a week,Multiple times per week,Once a week,1971,11694,Male,College graduate,40000,A2PN23A4HNRSJV
10/18/2020 6:47:17,Multiple time per month,Less than once per month,Once a month,Once a week,1974,95210,Female,College graduate,250000,A2RCM83H75DXCW
10/18/2020 6:48:44,Less than once per month,Less than once per month,Less than once per month,Once a month,1988,37110,Male,College graduate,20000,AP5BGZDCGGVV
10/18/2020 6:51:17,Less than once per month,Less than once per month,Less than once per month,Multiple time per month,1994,16689,Female,High school,26000,A3BXJIS08O02P2
10/18/2020 6:52:09,Once a week,Once a week,Once a week,Once a week,1967,25962,Female,College graduate,80000,A3DPD35KPZLPSI
10/18/2020 6:55:50,Multiple times per week,Once a month,Once a week,Less than once per month,2002,40475,Male,Did not finish high school,25000,A3DUCLX0LL95XE
10/18/2020 6:58:42,Once a week,Once a month,Once a month,Once a month,1953,61548,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",30000,722116
10/18/2020 6:58:57,Multiple times per week,Once a week,Once a week,Multiple time per month,1992,98101,Male,College graduate,50000,A3ML8QKWFPS0TD
10/18/2020 7:05:59,Multiple time per month,Less than once per month,Less than once per month,Multiple times per week,1994,20878,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",50000,A351BKQC7NEH3A
10/18/2020 7:08:22,Once a week,Less than once per month,Once a month,Multiple time per month,1993,99501,Female,College graduate,25000,A320KEENTHF3I2
10/18/2020 7:23:22,Once a week,Multiple time per month,Multiple times per week,Multiple time per month,1985,52369,Male,College graduate,50000,A1I5RPRYH6ZCYR
10/18/2020 7:29:05,Multiple times per week,Less than once per month,Once a week,Once a month,1975,93030,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",60000,A1NSK7DA2WVAIW
10/18/2020 7:33:12,Multiple time per month,Less than once per month,Less than once per month,Once a week,1977,80829,Female,College graduate,28000,A16YVNUJMK1RNE
10/18/2020 7:35:10,Multiple times per week,Once a month,Multiple time per month,Multiple time per month,1997,60561,Male,High school,25000,A3BPJK7XSOHXM4
10/18/2020 7:42:03,Once a week,Less than once per month,Multiple time per month,Multiple time per month,1968,90805,Female,High school,60000,A3E0RHVGFYA4EH
10/18/2020 7:42:16,Less than once per month,Less than once per month,Less than once per month,Once a month,1987,17602,Female,College graduate,60000,A1ZH5VWU96MECI
10/18/2020 7:45:11,Once a month,Once a month,Once a month,Once a month,1975,55374,Male,College graduate,80000,A1DXSFFL5HZ1NX
10/18/2020 7:47:02,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,1994,33860,Female,High school,45000,A7FA4ZUL4Y7Q9
10/18/2020 7:51:30,Multiple time per month,Multiple time per month,Multiple time per month,Once a week,1986,33511,Female,High school,19980,A2VEUYSAOYJJDC
10/18/2020 7:52:42,Multiple time per month,Less than once per month,Once a month,Less than once per month,2000,77099,Female,High school,20000,A1ATXWQCG3RK7X
10/18/2020 7:55:33,Multiple time per month,Less than once per month,Multiple time per month,Once a week,1988,29670,Male,College graduate,55,A1BZ0AFHQSB6WL
10/18/2020 8:05:01,Multiple time per month,Less than once per month,Multiple time per month,Multiple time per month,1956,46741,Female,College graduate,78000,AB6C1SZWVNQCC
10/18/2020 8:10:04,Multiple times per week,Multiple time per month,Once a week,Multiple time per month,1991,30127,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",43000,A3A6BVDDO2M1C9
10/18/2020 8:10:22,Once a month,Less than once per month,Less than once per month,Multiple time per month,1963,61107,Male,College graduate,89000,A37DKV7XQI7N5J
10/18/2020 8:11:45,Once a week,Once a month,Once a month,Multiple time per month,1998,55104,Female,College graduate,33000,A1JQWFFGFBGDNV
10/18/2020 8:14:04,Multiple time per month,Once a week,Multiple times per week,Once a month,1987,19144,Male,High school,79000,A318Z236X8EBHW
10/18/2020 8:15:30,Once a month,Less than once per month,Less than once per month,Multiple times per week,1992,21001,Male,College graduate,40000,AL6IX0UYRUMO0
10/18/2020 8:16:16,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1966,28403,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",68520,A3HVFSD8K94SOR
10/18/2020 8:19:21,Multiple times per week,Once a week,Once a week,Multiple time per month,1966,75002,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",100000,A1WP9TR4D4731L
10/18/2020 8:19:41,Multiple time per month,Less than once per month,Less than once per month,Once a week,1987,27545,Male,College graduate,115000,A1768BFPFQ8AP1
10/18/2020 8:20:35,Multiple times per week,Once a week,Multiple times per week,Once a week,1981,37620,Male,College graduate,140000,A84KYYIRZ3K00
10/18/2020 8:22:16,Multiple time per month,Once a month,Once a week,Multiple times per week,1977,34480,Female,College graduate,40000,A3H8R6HBV1QBLY
10/18/2020 8:23:38,Once a week,Multiple time per month,Once a week,Once a month,1989,06234,Male,College graduate,70000,A34GP29YG71GNJ
10/18/2020 8:24:57,Once a month,Less than once per month,Less than once per month,Once a week,1971,98367,Male,College graduate,0,A35P8YSNTQ7OTP
10/18/2020 8:28:17,Once a week,Once a month,Once a week,Multiple time per month,1995,90019,Male,College graduate,100000,A23V5JSWJ01PQK
10/18/2020 8:30:35,Once a month,Multiple time per month,Multiple time per month,Once a month,1960,63108,Male,College graduate,50000,A39K9AUNFHTAVX
10/18/2020 8:37:16,Multiple time per month,Less than once per month,Multiple times per week,Once a month,1985,30144,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",144000,A2AK5L4OHLPD9G
10/18/2020 8:41:19,Multiple time per month,Less than once per month,Multiple time per month,Once a month,1959,07712,Female,High school,25000,ANMAPKRHPGWX1
10/18/2020 8:43:23,Multiple time per month,Less than once per month,Less than once per month,Multiple times per week,1995,18045,Female,College graduate,50000,A3N7NZV1Z06OKX
10/18/2020 8:43:44,Once a month,Less than once per month,Less than once per month,Once a month,1991,19003,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",55000,A263Y9ZPYSSTB9
10/18/2020 8:45:30,Once a week,Less than once per month,Once a week,Less than once per month,1962,75180,Female,High school,19000,A12NNJKHIZP1TY
10/18/2020 8:47:54,Less than once per month,Less than once per month,Less than once per month,Multiple time per month,1986,07624,Male,College graduate,70000,A2IC2PVR57RY5C
10/18/2020 8:51:56,Once a week,Once a week,Once a week,Multiple time per month,1985,30736,Female,College graduate,68000,A35ARURSRU6UAZ
10/18/2020 8:52:42,Once a month,Less than once per month,Less than once per month,Multiple times per week,1982,11203,Male,College graduate,40000,A1097A3SKR0HBN
10/18/2020 8:54:46,Once a week,Less than once per month,Once a month,Once a month,1980,31550,Female,College graduate,50000,A9TVL5YQX1V0G
10/18/2020 8:56:01,Once a week,Less than once per month,Once a week,Multiple times per week,1988,21093,Male,College graduate,115000,AX8RDFKYAO9BX
10/18/2020 8:56:48,Multiple time per month,Less than once per month,Once a month,Multiple times per week,1988,49006,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",43000,A30NSQSIJSDS64 
10/18/2020 8:57:33,Once a week,Less than once per month,Less than once per month,Less than once per month,1983,22203,Female,College graduate,200000,A2I6099SF2W8MZ
10/18/2020 9:01:29,Once a week,Once a month,Multiple time per month,Multiple times per week,1985,32606,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",49000,A2GOFE24PF21AW
10/18/2020 9:08:01,Once a month,Once a month,Once a month,Multiple times per week,1985,15301,Male,College graduate,26000,A21E14UDZSA0AW
10/18/2020 9:08:35,Less than once per month,Less than once per month,Multiple times per week,Multiple times per week,1973,67052,Female,College graduate,150000,A22LVAELQ9LVT4
10/18/2020 9:10:35,Multiple time per month,Once a month,Multiple time per month,Once a week,1977,51104,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",65000,A3KUZ2JNKHZBQK
10/18/2020 9:11:02,Once a month,Once a month,Once a week,Multiple time per month,1982,19701,Female,College graduate,90000000,AFYYSWZL19QBM
10/18/2020 9:11:18,Once a week,Once a week,Once a week,Once a week,1974,22201,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",150000,A30US88GBGBG0V
10/18/2020 9:17:13,Once a month,Once a month,Once a month,Once a month,1956,89130,Female,College graduate,100000,A1A2WKMMWCI3OI
10/18/2020 9:19:14,Once a month,Less than once per month,Once a month,Once a week,1984,73086,Female,High school,39000,A3IKFI142RM8LE
10/18/2020 9:19:25,Once a week,Less than once per month,Less than once per month,Multiple times per week,1975,02747,Female,College graduate,75000,ANVLT6GSNXYIO
10/18/2020 9:20:22,Once a week,Once a week,Once a week,Once a week,1989,19526,Female,High school,20000,A19T57FK74IYY0
10/18/2020 9:21:24,Multiple times per week,Less than once per month,Multiple time per month,Multiple times per week,1970,60411,Male,College graduate,137000,A2VDGWD0BBMSP2
10/18/2020 9:22:27,Multiple time per month,Once a week,Once a week,Multiple time per month,1989,29585,Male,College graduate,35000,A36FTFWKSRJHMR
10/18/2020 9:24:15,Multiple time per month,Multiple time per month,Once a week,Multiple times per week,1985,48616,Male,College graduate,69000,A3N8LU5KVX58UW
10/18/2020 9:24:37,Once a week,Once a week,Multiple time per month,Multiple time per month,1989,08069,Male,College graduate,50000,A1U6LTKT4U8MCL
10/18/2020 9:25:30,Multiple time per month,Less than once per month,Multiple time per month,Once a week,1989,75050,Male,College graduate,60000,A2VHM8EO3FBGP
10/18/2020 9:26:41,Multiple time per month,Less than once per month,Once a month,Multiple time per month,1980,27517,Male,College graduate,90000,AC53GS6RNZLVE
10/18/2020 9:26:47,Once a month,Multiple time per month,Multiple time per month,Multiple time per month,1987,89506,Male,College graduate,50000,A3LR1GTM6JMUWV
10/18/2020 9:30:14,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1961,03857,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",250000,A33WXTJUOL2PSQ
10/18/2020 9:35:06,Once a week,Less than once per month,Less than once per month,Once a week,1971,39565,Female,High school,75000,ARZMZHL90FY1S
10/18/2020 9:35:47,Less than once per month,Less than once per month,Less than once per month,Multiple times per week,1966,95864,Male,College graduate,79000,A2DAG8TZQ62AQP
10/18/2020 9:36:05,Once a month,Less than once per month,Multiple time per month,Multiple time per month,1991,30809,Female,High school,25000,APB8WK9B604FP
10/18/2020 9:36:29,Less than once per month,Less than once per month,Less than once per month,Multiple time per month,1997,36853,Female,College graduate,50000,A16C9WKNNXLYYC
10/18/2020 9:43:43,Once a week,Once a week,Once a week,Multiple time per month,1988,44067,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",107500,A2QCNNV5FN65UM
10/18/2020 9:44:12,Less than once per month,Less than once per month,Less than once per month,Less than once per month,1989,38119,Male,High school,30000,A30VIX6BK0R27G
10/18/2020 9:45:01,Once a week,Less than once per month,Once a month,Less than once per month,1989,95823,Female,College graduate,72000,A3UOZ82Y3IWD3R
10/18/2020 9:46:57,Once a week,Less than once per month,Once a week,Once a week,1971,33595,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",80000,A32AI8EFFND8M6
10/18/2020 9:48:24,Multiple times per week,Multiple times per week,Multiple times per week,Multiple time per month,1989,85234,Male,High school,54000,A23BQ23YJE0VYL
10/18/2020 9:49:33,Multiple times per week,Less than once per month,Multiple times per week,Multiple times per week,1969,60643,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",45000,A10MHA3OC2D9YW
10/18/2020 9:54:35,Multiple time per month,Once a month,Multiple time per month,Once a week,1983,19901,Female,College graduate,10000,A13H3GPRM34ZXY
10/18/2020 9:55:55,Once a week,Less than once per month,Once a week,Multiple times per week,1987,35005,Male,College graduate,70000,A3S17G38R4V8FR
10/18/2020 9:59:03,Multiple time per month,Once a month,Multiple time per month,Once a week,1990,90003,Male,College graduate,65000,A59GRYG3HC8ND
10/18/2020 9:59:06,Once a month,Less than once per month,Once a month,Multiple times per week,1967,02128,Female,College graduate,40000,A3JB1MBS7KFAGJ
10/18/2020 9:59:48,Multiple time per month,Less than once per month,Once a month,Once a month,1999,24201,Female,High school,36000,A3BZV5I3NX5WCJ
10/18/2020 10:01:58,Multiple time per month,Once a month,Once a month,Multiple time per month,1992,06426,Male,"Post-graduate (e.g. MS, MBA, PhD, etc.)",90000,A33Y5LXJNNFGWI
10/18/2020 10:02:39,Less than once per month,Less than once per month,Less than once per month,Once a month,1955,30344,Female,"Post-graduate (e.g. MS, MBA, PhD, etc.)",70000,A7QWSL1MOFVO7
10/18/2020 10:32:17,Multiple time per month,Less than once per month,Less than once per month,Multiple time per month,1993,76301,Male,High school,0,A3HXQAFV3OE0SM
10/18/2020 14:00:03,Once a week,Multiple time per month,Once a week,Once a week,1966,76179,Female,High school,110000,A1P38IV84XZ9BR
